ID,Country.of.Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture
114,Brazil,8.006501916097294,7.953147618522386,7.713654984430058,7.991738156082988,7.488645156065255,7.7144698474241995,10.0342138019775,9.971102024686347,10.01813833651916,7.966634574032373,84.89468891086767,0.13065224017060983
115,Kenya,7.9540521735031104,7.677036998619626,7.876113286116348,8.168055492977944,7.935339998732583,7.713961658207297,10.049171071453975,10.014616037442083,10.04135810862718,7.542705161290701,84.90159484388694,0.08720942084788592
116,Taiwan,7.963002358223196,7.552046799576642,7.8057554553189075,7.80124236480831,7.781534591309194,7.813428847829314,9.973042995189772,10.002496634594147,10.043674134614287,7.9811788361189375,84.8371454327866,0.03720375774667625
117,Uganda,7.7619164781975405,7.878296791017015,7.688546054464725,7.6205722806690215,8.201600987995363,7.744805104651486,10.008933985301777,10.000148530234565,9.990181189397239,7.835633467248983,84.82092972409252,0.09030673880902887
118,United States (Hawaii),7.664954981869178,7.789195388308661,7.7903202570776156,7.776739170962735,7.817843059166456,8.045628551590335,10.002732391863862,10.011080054959963,9.979495312149261,8.109692759473262,84.82668387062074,-0.030194376114166057
119,Ethiopia,7.722228242247457,7.876160511955137,7.833722739305959,7.892601554738161,7.749659028708381,7.647770329139325,9.978766474181263,9.955820771460356,10.041367129789275,8.011543743155086,84.85974157296766,0.08790454344908973
120,Ethiopia,7.435348601043357,7.9302653505736345,7.9017225385819225,8.029477811100502,7.870148835941258,7.813743754708158,9.962195815140614,10.045958920833296,10.04366212143392,7.949944524250528,84.78149512137216,0.05018490592002818
121,Thailand,7.7114558497407915,7.7938167827348,7.712353431652046,7.722308435579448,8.025369188203108,7.72138969699964,9.99772662278105,9.990001834610986,10.028521186775848,8.041505605972993,84.72894369844394,0.10946491513966687
122,Kenya,7.950702454055956,7.789752673487156,7.5931427698377325,7.900183632005833,7.720557955050979,7.782146352609427,9.976134027798798,9.95157357924752,10.02441706708643,7.962259047893787,84.75616021548713,0.13821102131032578
123,Honduras,7.878621648991564,7.742003150018694,7.983566058626753,7.67339105141904,7.687364782358542,7.680608454662048,10.0077097233411,9.96612431636761,10.006835323013574,8.207419664063657,84.71388317289207,0.0891199926765813
124,El Salvador,7.738213002636867,7.962437378493095,7.962329307313371,8.36199504951806,7.6602779717179175,7.885415240908997,10.010233588680933,9.989019292955009,9.338159482419972,7.710961943900721,84.71631068998516,0.14035573917699024
125,Nicaragua,7.81245793105284,7.56451122770835,7.604512989300632,7.799540980299066,7.7674479168425385,7.6404302162025655,10.028887571258629,10.04787406044654,10.009354919556678,8.453011510145044,84.78799486257907,0.21126701265648778
126,El Salvador,7.8263770598926,7.860043376459597,7.484618235244864,7.958615276599128,7.84190506457189,7.656164151188852,10.037275405100829,9.999037065237637,10.013481240933015,7.987863992353847,84.6711662469105,0.041372657250667286
127,Indonesia,7.907492138985631,7.788214067070339,7.7993663055965845,7.774210666204813,7.711976648410672,7.771666886929342,10.006557913763968,10.007134361756576,10.049841860992384,7.94015546640663,84.64861486325536,0.1619950533060192
128,Japan,7.739913132942176,7.7856604125177515,7.720568649627759,7.41312420722667,8.080639503426903,7.86058936535699,9.99892884162818,10.016666355310747,9.96357932403442,8.118159337051555,84.68291890425108,0.08949649743833463
129,Costa Rica,8.063008116432592,7.749213021210136,7.641031920842411,7.8169034701840125,7.507063910348458,7.931134628273174,9.95426768340178,10.041385284115437,10.004753262090912,7.9687028159591575,84.6764049732466,0.11726836411576022
130,Guatemala,7.717259742473617,7.8181340532399135,7.548380177591568,7.950581323004183,7.87474785948926,7.777412526642924,9.983364600328265,10.02345764638563,10.041917567157883,7.866279347887444,84.66981782364302,0.1027682833996255
131,Costa Rica,8.132853827498398,8.02637360541904,7.794644967434161,7.1794971242650805,7.796765811058576,7.762683500383447,10.030339838101595,9.950312053039994,10.00681857547442,7.957533731196304,84.65080097239007,0.12057035961702246
132,Ethiopia,8.046103041783747,7.836574621792859,7.725487821885501,7.830003066906831,7.599199046660098,7.706574609658271,10.01722699333371,10.031034203561337,10.038707281206051,7.888039760201612,84.71760686904359,0.07307239569935992
133,Costa Rica,7.694543648689397,7.612056589254473,7.700182441061519,7.718872458942393,7.635148079316882,8.534460994886434,9.971210731466318,9.9960666077975,9.964023776585334,7.686540812322316,84.6883830060766,0.1150568448412517
134,Costa Rica,7.985124727458181,7.591878568364506,7.857838507923668,7.754793265211728,7.706713357738478,7.751676859657097,10.035179562210155,9.97273996821944,10.021065236482547,8.027901416480951,84.6865101946665,0.06944061418286643
135,Costa Rica,8.046161446042511,7.834475476103668,7.726810481619627,7.8762432547183625,7.879385482013093,7.9735321232134275,10.00580008215352,10.017314450273226,9.291479092923618,7.9249664179168695,84.63321881092769,0.0035645877122079117
136,Taiwan,7.982333018841227,7.914899802607099,7.716916730772137,7.764412450412038,7.7629213713033955,7.71587863214614,9.967301655516078,9.969349952164285,10.012290246893432,7.762374767233049,84.7133895653052,0.08167422807977179
137,Colombia,7.702401977460827,7.834107946034537,7.724776752097117,7.876918223198677,7.775020145766801,7.829582410885254,10.031094948475094,10.022271583696742,10.008179640342568,7.966221421231659,84.67130961217731,-0.04067515310413531
138,Kenya,7.72667714647346,7.889302789427034,7.7955045940870376,7.9637433932725665,7.562349576999814,7.742958327456787,10.032814132729605,10.047686586754912,10.041553170741556,7.821926802168037,84.67814591914362,0.0687241539271913
139,Guatemala,8.04507603224067,7.822571915474067,7.650426130572992,7.81827790796387,7.656846490101561,7.993507924720714,10.019816558115064,10.017850951759469,9.958878658549596,7.66166316678435,84.6811978819719,0.112426581950093
140,Guatemala,7.707164605123682,7.792611944042952,7.624355872649177,8.04002408332509,7.696723556851934,7.846707720704913,10.002835882572084,9.998973981609483,9.974935375332105,8.046540015061845,84.7194576424973,0.09361968300169493
141,Mexico,7.784770165462031,7.554485337375839,7.6718457891085885,7.875616376950324,7.877716246832864,7.870071130929315,10.034748134340342,9.997941938147695,10.035770093856094,7.92215359707548,84.69194082151671,0.10376855420551798
142,Uganda,7.955336595210023,7.82101063202662,7.731515902170689,7.888783733510161,7.694607376337066,7.708800560334149,9.95586984811453,9.978993809147475,9.98860521996467,7.797549851520898,84.64514436553848,0.10121614555377152
143,Peru,7.646108385617317,7.871281514746553,7.7616103666273775,7.759874048424109,7.94776817838268,7.851210578856996,10.023155226513992,10.00096225496778,9.953335654546887,7.873523409818801,84.70626046532279,0.027567906497510605
144,Ethiopia,7.457342816872784,7.727175439118162,7.75107895398011,8.040236188881671,8.029114016903238,7.934059984589807,9.997311721801056,10.013711365229618,10.038214776454955,7.795291008929308,84.66386217387172,0.2087128594356983
145,Kenya,7.913605439520932,7.705537248685681,7.831969346588188,7.77193802908708,7.626264101371567,7.925205491573716,9.954836197217931,9.963177436390525,10.036982631378931,7.8357239452089225,84.56021314439575,0.15103827553963212
146,Colombia,7.875521506626455,7.677793366336884,7.599232602867069,7.950677918125649,7.654477416701643,7.817934494435739,9.982880734092507,10.02405744612379,9.984882845187094,8.122803654884914,84.54474944033171,0.02608066410778337
147,Colombia,7.91543863525192,7.851718588965586,7.532502122899176,7.9560516770605005,7.792813693166884,7.667115269709683,10.029817033605065,10.002622810283368,9.99029571043334,7.768345392554229,84.61304771294364,0.000725438039768378
148,Kenya,7.8710305412135915,7.797078711533679,7.797288717740037,7.788289337052793,7.6109999804866595,7.819424552410586,9.98208082849674,10.00711214499258,9.968850067673506,7.905256790848851,84.61734218941942,0.13783440650163747
149,Guatemala,7.76111193390859,7.815945605479463,7.629072507815613,7.8725971197355005,7.732566141414632,7.844075600736914,10.03909553459394,10.041925486352941,9.95809130359976,7.809941399749692,84.61823270413375,0.0892607981180523
150,Guatemala,7.980230657859309,7.913161770634788,7.684430818607105,7.595245487026692,7.616211173104341,7.666250092607791,9.978719314960415,10.041627010303937,9.988392597528145,8.212002270905716,84.62432273197233,0.09101108233751826
151,Colombia,7.697343732776887,7.636913497292136,7.578970707826423,7.7728614209938325,7.548201269008716,8.523893994296955,9.979470465698178,9.991066404022092,10.041049443576966,7.814549342192484,84.62205335063028,0.04180683664192969
152,Colombia,7.728647338032828,7.779097659283541,7.835946403289557,7.72771612824166,7.569141623185804,7.9660902220019265,9.969669207877777,9.965827703036982,10.016293015006653,7.959892295516428,84.62036755578322,0.047597480020795266
153,Kenya,7.710555057766484,7.784732121713326,7.7777965009076055,8.04332497162582,7.741334314813635,7.741753394130751,10.020807076050065,9.951255511745563,10.033495887162704,7.781953524083817,84.53227172488215,-0.006530623247082631
154,Colombia,7.7130021978016154,7.878874984226311,7.861800501974745,8.034724092271059,7.615461570253367,7.94993582939006,9.963747691059627,9.99402068843399,10.028216219812805,7.76074772213018,84.56687471484221,-0.04807416543371813
155,Costa Rica,7.7643143829498396,7.866672235843229,7.767121041347958,7.963009189994833,7.855801701838466,7.704776490414068,9.99481175195192,9.973028325444865,10.027762172320884,7.786104014831185,84.55550051770976,0.1398816312215244
156,Colombia,7.424965893150601,7.702168973139745,7.762825782171011,7.703172519372537,8.04576356617278,7.810011822834884,10.004189012492136,10.029861127955185,10.019394676317395,8.111932828433458,84.60190033081028,0.10044283753700733
157,Brazil,8.045991584800603,8.046798707591197,7.764571344785177,7.728522007976765,7.533642135597387,7.74365587389915,9.993919323867392,9.962514478967297,10.026891516761427,7.768620693390905,84.53854976977698,0.16379707635107216
158,Brazil,8.492623352585403,7.975133916067494,7.455881377149835,7.767342627628824,7.478635785975523,7.782725267370417,9.988819350971415,10.048539613649009,9.953347412678253,7.530491461320452,84.62346242466259,0.11960252005708394
159,Costa Rica,7.934346431137336,7.700214483121579,7.87322820018878,7.725231159134409,7.706462795882278,7.570046072085904,9.951253269366477,10.00547202559362,10.042336807132202,8.024990107029065,84.52696715316003,0.05589042514741224
160,Uganda,7.945437161994075,7.72548664044601,7.65697209352929,7.719092848803993,7.834130274658419,7.7309154023846105,10.035849405572451,9.97105524387669,10.019192579372568,7.802545932742587,84.54501174596221,0.06195999230134293
161,China,7.765313905281703,7.872574290702819,7.687695305102569,7.836677535106821,7.701815292828149,7.684249557954827,10.0130055822147,10.027551649616791,9.95840346716928,7.915176181264364,84.45875455727003,0.14126193438101442
162,Costa Rica,7.939353347492948,7.840097352821547,7.8575928263620725,7.780219925000972,7.557130730716829,7.588976456669345,9.954791170071582,9.984260768819633,9.994373738690536,7.875729710779087,84.53975833143518,0.10976273353832623
163,Colombia,8.121480024119725,7.659637918356362,7.819931038166134,7.811605230302678,7.676429898405967,7.711872616621822,9.967948272714583,9.985220280823135,9.982870413436626,7.7899738801625915,84.53521875470125,0.08718200234621665
164,China,7.6403178453312846,8.0111140757376,7.765459898594475,7.8430927177421745,7.719020227295292,7.564186959661287,10.041056228940702,9.968861343826998,9.984182602292899,7.943999195990233,84.49677050293485,-0.04080206167836369
165,Guatemala,8.197553203290076,7.859839578278923,7.7188606656844065,7.849006234350454,7.70390325977222,7.875531933007226,10.007583351525685,9.985053477768739,9.95525426447791,7.5110867522692155,84.52641240127369,0.10639658419569256
166,Kenya,7.924653794985668,7.879689453291468,7.712180543425054,8.014301720269104,7.620538288732188,7.782637902684535,10.029705759535965,10.017717214282076,9.965646648909686,7.685900084550395,84.48946140175023,0.07433655479573634
167,Mexico,7.959286429976394,7.957604626535245,7.41990597808932,8.075986945238528,7.4700502521880825,7.643180143739541,10.038754550030218,9.987823212934897,10.017800078193998,7.947843179400697,84.51995869840138,0.1452589653480659
168,Mexico,7.955230396889622,7.86284996861116,7.722145528909193,7.704099109736331,7.759299179053293,7.840236200498557,10.03160879314873,10.022192769891461,10.040772633531724,7.692500117973292,84.50362779129311,0.064159979078295
169,Guatemala,7.67182520818064,7.951970075583893,7.7136819875481235,7.977090609968504,7.482358765995993,7.804918097402609,10.038298701328422,9.973308010904866,10.049920975935747,7.803529259931424,84.47683431536345,0.12325695484568001
170,Brazil,7.830421116108406,7.827575617490328,7.905001011612905,7.700525651719211,7.408634897949864,8.252601820899843,9.469487231894115,9.987345016599546,10.044438809407193,8.16098671500585,84.5291757631161,-0.043014696999679504
171,Brazil,8.14634341622717,7.6344892615964195,7.7952577068257645,7.799483990513054,7.6554554788438764,7.727710103532334,9.953851306878754,10.029901513543678,9.99516178175852,7.728056508341393,84.45206873987533,0.033775988882377025
172,Costa Rica,7.618738386923751,7.7890295375686405,7.870885725190107,8.040134748980648,7.646825624749172,7.579204605159137,9.976373309968212,10.044855137085626,10.034240892095129,7.891902317174348,84.44802507422163,0.0686994609975381
173,Indonesia,7.66912198073421,7.6813707159801305,7.850100816427331,7.617013124314532,7.855502082532609,7.862333224269242,9.950214870127505,9.95061325562322,10.042107973557929,8.02753686702475,84.44083575883806,-0.04184067272284038
174,Colombia,7.920158845733092,7.8182253480343915,7.753218047158986,7.646785475325666,7.90213648100876,7.675058348607871,9.9955376588292,10.01411788221709,9.951965368603094,7.629710557554243,84.40560137577374,-0.015409382869871369
175,Colombia,7.904675144610968,7.764100125081233,7.636272964909156,7.9496860905742475,7.630613619343375,7.716865146312541,10.01314925854026,9.993898979700095,9.967776536397002,7.759978591445784,84.4542345827195,0.016221803423760187
176,Taiwan,7.848575694003814,7.870758280793311,7.738357400835441,7.964251230156322,7.511364333301211,7.779538587995191,10.008212980589262,10.047423935498728,9.974066163092612,7.783757045493038,84.42907258981407,0.1516602662302765
